title_checkouts,id_checkouts,author_checkouts,Title,work_id,best_book_id,author_goodreads,title_goodreads,tier
rick steves best of italy,937297,rick steves,Rick Steves' Best of Italy / [Rick Steves].,22441,21260,rick steves,rick steves italy 2007 rick steves,wgt_jaccard_0.45
rick steves italy 2019,1896213,rick steves,Rick Steves Italy 2019.,22441,21260,rick steves,rick steves italy 2007 rick steves,wgt_jaccard_0.45
rick steves spain 2017,35071,rick steves,Rick Steves Spain 2017.,22443,21262,rick steves,rick steves spain rick steves,wgt_jaccard_0.3
rick steves best of spain,61417,rick steves,Rick Steves best of Spain / [Rick Steves].,22443,21262,rick steves,rick steves spain rick steves,wgt_jaccard_0.3
rick steves spain 2018,139646,rick steves,Rick Steves Spain 2018.,22443,21262,rick steves,rick steves spain rick steves,wgt_jaccard_0.3
rick steves rome 2018,109068,rick steves,Rick Steves Rome 2018 / Rick Steves & Gene Openshaw.,22450,21269,rick steves,rick steves rome 2007 rick steves,wgt_jaccard_0.45
rick steves rome 2017,129345,rick steves,Rick Steves' Rome 2017 / Rick Steves & Gene Openshaw.,22450,21269,rick steves,rick steves rome 2007 rick steves,wgt_jaccard_0.45
nothing rhymes with orange,99847,adam rex,Nothing rhymes with orange / Adam Rex.,22467,21286,adrian mckinty,orange rhymes with everything,wgt_jaccard_0.4
the five dysfunctions of a team,54380,patrick m lencioni,The Five Dysfunctions of a Team: A Leadership Fable,22516,21343,patrick lencioni,the five dysfunctions of a team,exact
the five dysfunctions of a team,56502,patrick lencioni,The five dysfunctions of a team : a leadership fable / Patrick Lencioni.,22516,21343,patrick lencioni,the five dysfunctions of a team,exact
the five dysfunctions of a team unabridged,129419,patrick lencioni,The Five Dysfunctions of a Team (Unabridged),22516,21343,patrick lencioni,the five dysfunctions of a team,wgt_jaccard_0.15
echo burning,59768,lee child,Echo burning / Lee Child.,22852,455930,lee child,echo burning,exact
echo burning unabridged,225029,lee child,Echo Burning (Unabridged),22852,455930,lee child,echo burning,wgt_jaccard_0.2
the season,25285,jonah lisa dyer,The Season,22875,21779,william goldman,the season,exact
the season,221845,sarah maclean,The Season,22875,21779,william goldman,the season,exact
the season,277604,the dodos,The Season,22875,21779,william goldman,the season,exact
relic unabridged,1803745,alan dean foster,Relic (Unabridged),23046,67035,douglas preston,relic,wgt_jaccard_0.3
jurassic park,81963,michael crichton,Jurassic Park : a novel / Michael Crichton.,23145,22077,michael crichton,jurassic park,exact
let my people go surfing the education of a reluctant businessman including 10 more years of business unusual unabridged unabridged,235793,yvon chouinard,Let My People Go Surfing: The Education of a Reluctant Businessmanâ€”Including 10 More Years of Business Unusual (unabridged) (Unabridged),23218,22155,yvon chouinard,let my people go surfing the education of a reluctant businessman,wgt_jaccard_0.45
let my people go surfing the education of a reluctant businessman including 10 more years of business unusual,402689,yvon chouinard,Let My People Go Surfing: The Education of a Reluctant Businessmanâ€”Including 10 More Years of Business Unusual,23218,22155,yvon chouinard,let my people go surfing the education of a reluctant businessman,wgt_jaccard_0.4
hush,92856,minfong ho,Hush! : a Thai lullaby / by Minfong Ho ; pictures by Holly Meade.,23264,22208,minfong ho,hush,exact
the hush,436621,john hart,The hush / John Hart.,23264,22208,minfong ho,hush,wgt_jaccard_0.2
the princess bride,157583,william goldman,The Princess Bride,23280,22225,diana palmer,the princess bride,exact
the princess bride,433459,alex de grassi,The Princess Bride,23280,22225,diana palmer,the princess bride,exact
the neil gaiman audio collection unabridged,228093,neil gaiman,The Neil Gaiman Audio Collection (Unabridged),23367,22337,neil gaiman,the neil gaiman audio collection,wgt_jaccard_0.1
invisible,1558,joe satriani,Invisible,23425,22399,pete hautman,invisible,exact
invisible,28573,james patterson,Invisible,23425,22399,pete hautman,invisible,exact
invisible,627612,paul auster,Invisible,23425,22399,pete hautman,invisible,exact
invisible,653221,grouper,Invisible,23425,22399,pete hautman,invisible,exact
the invisible string,207246,patrice karst,The invisible string / Patrice Karst ; illustrated by Geoff Stevenson.,23433,22407,patrice karst,the invisible string,exact
origins fourteen billion years of cosmic evolution unabridged unabridged,85907,neil degrasse tyson,Origins: Fourteen Billion Years of Cosmic Evolution (unabridged) (Unabridged),23561,20663771,neil degrasse tyson,origins fourteen billion years of cosmic evolution,wgt_jaccard_0.1
a clockwork orange unabridged,43007,anthony burgess,A Clockwork Orange (Unabridged),23596,227463,anthony burgess,a clockwork orange,wgt_jaccard_0.2
a clockwork orange,235848,anthony burgess,A clockwork orange / Anthony Burgess ; edited with an introduction and notes by Andrew Biswell.,23596,227463,anthony burgess,a clockwork orange,exact
the other woman,1429951,daniel silva,The Other Woman: A Novel,23701,22690,brenda novak,the other woman,exact
the other woman,1694205,sandie jones,The Other Woman: A Novel (unabridged) (Unabridged),23701,22690,brenda novak,the other woman,exact
are we there yet,10749,dan santat,Are we there yet? / a story by Dan Santat.,24212,23227,david levithan,are we there yet,exact
are we pears yet,44363,miranda paul,Are we pears yet? / written by Miranda Paul ; pictures by Carin Berger.,24212,23227,david levithan,are we there yet,wgt_jaccard_0.5
are we there yeti,85290,ashlyn anstee,"Are we there, Yeti? / Ashlyn Anstee.",24212,23227,david levithan,are we there yet,wgt_jaccard_0.5
no hitting,146090,karen katz,No hitting! / by Karen Katz.,24344,23373,karen katz,no hitting,exact
daddy me and the magic hour,1004159,laura melmed krauss,"Daddy, me, and the magic hour / Laura Krauss Melmed ; illustrated by Sarita Rich.",24346,23375,karen katz,daddy and me,wgt_jaccard_0.5
color,230192,victoria finlay,Color: A Natural History of the Palette,24386,19596,victoria finlay,color,exact
crazy salad and scribble scribble some things about women and notes on media unabridged unabridged,122912,nora ephron,Crazy Salad and Scribble Scribble: Some Things About Women and Notes on Media (unabridged) (Unabridged),24894,23974,nora ephron,crazy salad some things about women,wgt_jaccard_0.5
i want to go first,181974,richard byrne,I want to go first! / Richard Byrne.,24971,24051,gordon korman,i want to go home,wgt_jaccard_0.35
judy moody saves the world,20749,megan mcdonald,Judy Moody saves the world! / Megan McDonald ; illustrated by Peter Reynolds.,25057,24157,megan mcdonald,judy moody saves the world,exact
because of winn dixie,12439,kate dicamillo,Because of Winn-Dixie / Kate DiCamillo.,25169,357664,kate dicamillo,because of winn dixie,exact
because of winn dixie unabridged,164449,kate dicamillo,Because of Winn-Dixie (Unabridged),25169,357664,kate dicamillo,because of winn dixie,wgt_jaccard_0.15
the calvin and hobbes lazy sunday book,212529,bill watterson,The Calvin and Hobbes lazy Sunday book : a collection of Sunday Calvin and Hobbes cartoons / by Bill Watterson.,25344,24494,bill watterson,the calvin and hobbes lazy sunday book,exact
toys go out being the adventures of a knowledgeable stingray a toughy little buffalo and someone called plastic,149805,emily jenkins,"Toys go out : being the adventures of a knowledgeable Stingray, a toughy little Buffalo, and someone called Plastic / Emily Jenkins ; illustrated by Paul O. Zelinsky.",25521,24686,emily jenkins,toys go out being the adventures of a knowledgeable stingray a toughy little buffalo and someone called plastic,exact
it s a magical world,53619,bill watterson,It's a magical world : a Calvin and Hobbes collection / by Bill Watterson.,25601,24814,bill watterson,it s a magical world,exact
the indispensable calvin and hobbes,9463,bill watterson,The indispensable Calvin and Hobbes : a Calvin and Hobbes treasury / Bill Watterson.,25602,24815,bill watterson,the indispensable calvin and hobbes,exact
come with me,105181,holly mcghee m,Come with me / Holly M. McGhee ; illustrated by Pascal LemaÃ®tre.,25679,24902,russell hoban,come dance with me,wgt_jaccard_0.3
get out of your mind and into your life the new acceptance and commitment therapy,83518,steven hayes,Get Out of Your Mind and Into Your Life: The New Acceptance and Commitment Therapy,26090,25348,steven c hayes,get out of your mind and into your life the new acceptance and commitment therapy,exact
get out of your mind and into your life the new acceptance and commitment therapy unabridged unabridged,168410,spencer smith,Get Out of Your Mind & Into Your Life: The New Acceptance & Commitment Therapy (unabridged) (Unabridged),26090,25348,steven c hayes,get out of your mind and into your life the new acceptance and commitment therapy,wgt_jaccard_0.1
get out of your mind and into your life the new acceptance and commitment therapy,1690249,steven c hayes,Get Out of Your Mind and Into Your Life: The New Acceptance and Commitment Therapy,26090,25348,steven c hayes,get out of your mind and into your life the new acceptance and commitment therapy,exact
rescue rebellion,142570,geronimo stilton,Rescue rebellion / Geronimo Stilton ; [illustrations by Giuseppe Facciotto (design) and Daniele Verzini (color) ; translated by Lidia Morson Tramontozzi].,26757,26047,nora roberts,rebellion,wgt_jaccard_0.45
learned optimism how to change your mind and your life,39898,martin seligman e p,Learned optimism : how to change your mind and your life / Martin E.P. Seligman.,26823,26123,martin e p seligman,learned optimism how to change your mind and your life,exact
learned optimism how to change your mind and your life,167188,martin e p seligman,Learned Optimism: How to Change Your Mind and Your Life,26823,26123,martin e p seligman,learned optimism how to change your mind and your life,exact
quicksand,27923,sza,Quicksand,27633,78257,nella larsen,quicksand,exact
quicksand,143101,persson malin giolito,Quicksand / Malin Persson Giolito ; translated from the Swedish by Rachel Willson-Broyles.,27633,78257,nella larsen,quicksand,exact
quicksand,180064,nella larsen,Quicksand,27633,78257,nella larsen,quicksand,exact
quicksand,185450,bjork,Quicksand,27633,78257,nella larsen,quicksand,exact
quicksand,233493,malin persson giolito,Quicksand,27633,78257,nella larsen,quicksand,exact
quicksand,791692,,Quicksand,27633,78257,nella larsen,quicksand,exact
quicksand,819976,steve toltz,Quicksand,27633,78257,nella larsen,quicksand,exact
glass houses,106739,louise penny,Glass houses / Louise Penny.,27912,27266,rachel caine,glass houses,exact
leaves of grass,33981,walt whitman,"Leaves of grass / Walt Whitman ; with a foreword by Billy Collins, a new introduction by Elisabeth Panttaja Brink, and an afterword by Peter Davison.",28117,27494,walt whitman,leaves of grass,exact
leaves of grass unabridged,63657,walt whitman,Leaves of Grass (Unabridged),28117,27494,walt whitman,leaves of grass,wgt_jaccard_0.2
boy were we wrong about dinosaurs,39156,kathleen kudlinski v,"Boy, were we wrong about dinosaurs! / Kathleen V. Kudlinski ; illustrated by S.D. Schindler.",28193,27579,kathleen v kudlinski,boy were we wrong about dinosaurs,exact
thin air,2167,ann cleeves,Thin air / Ann Cleeves.,29165,28650,rachel caine,thin air,exact
influence the psychology of persuasion unabridged unabridged,12865,robert b phd cialdini,Influence: The Psychology of Persuasion (unabridged) (Unabridged),29303,28815,robert b cialdini,influence the psychology of persuasion,wgt_jaccard_0.15
influence the psychology of persuasion,138348,robert cialdini b,Influence : the psychology of persuasion / Robert B. Cialdini.,29303,28815,robert b cialdini,influence the psychology of persuasion,exact
influence the psychology of persuasion,211587,robert b phd cialdini,Influence: The Psychology of Persuasion,29303,28815,robert b cialdini,influence the psychology of persuasion,exact
influence the psychology of persuasion unabridged unabridged,2571280,robert b cialdini,Influence: The Psychology of Persuasion (unabridged) (Unabridged),29303,28815,robert b cialdini,influence the psychology of persuasion,wgt_jaccard_0.15
three tales of my father s dragon,229361,ruth gannett stiles,Three tales of my father's dragon / by Ruth Stiles Gannett ; illustrated by Ruth Chrisman Gannett.,29358,28875,ruth stiles gannett,three tales of my father s dragon,exact
behind the scenes at the museum,236651,kate atkinson,Behind the scenes at the museum / Kate Atkinson.,29415,28940,kate atkinson,behind the scenes at the museum,exact
snow,6416,marion bauer dane,Snow / written by Marion Dane Bauer ; illustrated by John Wallace.,29554,29083,roy mckie,snow,exact
snow,133816,sam usher,Snow / Sam Usher.,29554,29083,roy mckie,snow,exact
snow,160539,cynthia rylant,Snow / Cynthia Rylant ; illustrated by Lauren Stringer.,29554,29083,roy mckie,snow,exact
